Date,Channel,Username,Message,Tag_owner,Cleanest_message,clean_message_duplicates
2021-09-14 18:21:10,greekgodx ,kungodin,WAYTOODANK,0,waytoodank,WAYTOODANK
2021-09-14 18:21:10,greekgodx ,b_o_o_f,FeelsGoodMan,0,feelsgoodman,FeelsGoodMan
2021-09-14 18:21:10,greekgodx ,neglectedpipe,TRUE LULW,0,true lulw,TRUE LULW
2021-09-14 18:21:10,greekgodx ,muir_,get mates and doobies then,0,get mate doobi,get mates doobies
2021-09-14 18:21:10,greekgodx ,sark3585,FeelsGoodMan Clap,0,feelsgoodman clap,FeelsGoodMan Clap
2021-09-14 18:21:11,greekgodx ,nickkolasg,TRUE LULW,0,true lulw,TRUE LULW
2021-09-14 18:21:11,greekgodx ,fluxenis,FeelsGoodMan Clap ?????,0,feelsgoodman clap ?????,FeelsGoodMan Clap ?????
2021-09-14 18:21:11,greekgodx ,iuupz,he went all the way to ITALY OMEGALUL,0,went way itali omegalul,went way ITALY OMEGALUL
2021-09-14 18:21:11,greekgodx ,mouzouri,Puff a fatty,0,puff fatti,Puff fatty
2021-09-14 18:21:11,greekgodx ,pharsia,GWEEK <3,0,gweek <3,GWEEK <3
2021-09-14 18:21:11,greekgodx ,spacecowboydan,DUI LUL,0,dui lul,DUI LUL
2021-09-14 18:21:12,greekgodx ,kryder_1,How far did you go out LUL,0,how far go lul,How far go LUL
2021-09-14 18:21:12,greekgodx ,opptop,must be girls tho,0,must girl tho,must girls tho
2021-09-14 18:21:13,greekgodx ,jake_is_hi,TRUE LULW,0,true lulw,TRUE LULW
2021-09-14 18:21:13,greekgodx ,leeqox,true LULW,0,true lulw,true LULW
2021-09-14 18:21:14,greekgodx ,akamaru1987,WAYTOODANK WAYTOODANK,0,waytoodank waytoodank,WAYTOODANK
2021-09-14 18:21:14,greekgodx ,josuke_pog,WAYTOODANK UH HUH,0,waytoodank uh huh,WAYTOODANK UH HUH
2021-09-14 18:21:14,greekgodx ,umoddbro,$200 EURO Sadge,0,$200 euro sadg,$200 EURO Sadge
2021-09-14 18:21:15,greekgodx ,scoutdone,cant hear you over wind LULW,0,cant hear wind lulw,cant hear wind LULW
2021-09-14 18:21:15,greekgodx ,any_______gifters________,TRUE LULW 󠀀,0,true lulw 󠀀,TRUE LULW 󠀀
2021-09-14 18:21:16,greekgodx ,peepo_laugh,THE GIRLS GREEK... greekWC,0,the girl greek... greekwc,THE GIRLS GREEK... greekWC
2021-09-14 18:21:16,greekgodx ,tonjeq,sup oinky groinky,0,sup oinki groinki,sup oinky groinky
2021-09-14 18:21:17,greekgodx ,neglectedpipe,TRUE LULW :muted_speaker:,0,true lulw :muted_speaker:,TRUE LULW :muted_speaker:
2021-09-14 18:21:17,greekgodx ,abnormaleu,:dashing_away: VeryPog go on,0,:dashing_away: verypog go,:dashing_away: VeryPog go
2021-09-14 18:21:18,greekgodx ,dafuxas,LEG DAY LULW,0,leg day lulw,LEG DAY LULW
2021-09-14 18:21:18,greekgodx ,logout11,@ohnoyoudiint ?,0,@ohnoyoudiint ?,@ohnoyoudiint ?
2021-09-14 18:21:18,greekgodx ,dups_11,Speech inc,0,speech inc,Speech inc
2021-09-14 18:21:18,greekgodx ,mindshape,TRUE LULW,0,true lulw,TRUE LULW
2021-09-14 18:21:19,greekgodx ,gather9182,-200$ LULW,0,-200$ lulw,-200$ LULW
2021-09-14 18:21:20,greekgodx ,bennski_,ya mate same WAYTOODANK,0,ya mate waytoodank,ya mate WAYTOODANK
2021-09-14 18:21:21,greekgodx ,seban___,TRUE LULW,0,true lulw,TRUE LULW
2021-09-14 18:21:22,greekgodx ,muir_,@Mouzouri +,0,@mouzouri +,@Mouzouri +
2021-09-14 18:21:23,greekgodx ,godly_antw,3Heading oi bruv,0,3head oi bruv,3Heading oi bruv
2021-09-14 18:21:24,greekgodx ,birdsseye,I ALSO CONCUR LULW,0,i also concur lulw,I ALSO CONCUR LULW
2021-09-14 18:21:27,greekgodx ,kincfg,50e monkaW,0,50e monkaw,50e monkaW
2021-09-14 18:21:27,greekgodx ,palenkoe_man,EZ,0,ez,EZ
2021-09-14 18:21:27,greekgodx ,jaa_08,PowerUpL PokMaskedpika PowerUpR to the rescue,0,powerupl pokmaskedpika powerupr rescu,PowerUpL PokMaskedpika PowerUpR rescue
2021-09-14 18:21:27,greekgodx ,schmangobango,dashing_away VeryPog go on,0,dashing_away verypog go,dashing_away VeryPog go
2021-09-14 18:21:28,greekgodx ,godly_antw,EZ,0,ez,EZ
2021-09-14 18:21:29,greekgodx ,peka____,FeelsGoodMan Clap CAN'T HEAR GREEK,0,feelsgoodman clap can't hear greek,FeelsGoodMan Clap CAN'T HEAR GREEK
2021-09-14 18:21:30,greekgodx ,spectaculartaco,u have to pay for the rescue greek,0,u pay rescu greek,u pay rescue greek
2021-09-14 18:21:30,greekgodx ,dafuxas,LULW -200$ FOR SAVING YOU,0,lulw -200$ for save you,LULW -200$ FOR SAVING YOU
2021-09-14 18:21:31,greekgodx ,tristan_trey,So Boo Hifool,0,so boo hifool,So Boo Hifool
2021-09-14 18:21:31,greekgodx ,curtis_,-200 euro,0,-200 euro,-200 euro
2021-09-14 18:21:31,greekgodx ,dkspecial19,ez 200 dollar,0,ez 200 dollar,ez 200 dollar
2021-09-14 18:21:31,greekgodx ,bloopsuperjuice,bro just do dmt and you brain will create friends,0,bro dmt brain creat friend,bro dmt brain create friends
2021-09-14 18:21:31,greekgodx ,boozool,LUL,0,lul,LUL
2021-09-14 18:21:31,greekgodx ,k_a_z___,CARRIED EZ,0,carri ez,CARRIED EZ
2021-09-14 18:21:33,greekgodx ,cumc,"monkerS 10,000,000,000$",0,"monker 10,000,000,000$","monkerS 10,000,000,000$"
2021-09-14 18:21:34,greekgodx ,leipodeluxe,monkaW,0,monkaw,monkaW
2021-09-14 18:21:35,greekgodx ,peepo_laugh,TRUEING YEP thats pretty True,0,true yep that pretti true,TRUEING YEP thats pretty True
2021-09-14 18:21:35,greekgodx ,peka____,FeelsGoodMan Clap CAN'T HEAR GREEK FeelsGoodMan Clap CAN'T HEAR GREEK FeelsGoodMan Clap CAN'T HEAR GREEK FeelsGoodMan Clap CAN'T HEAR GREEK,0,feelsgoodman clap can't hear greek feelsgoodman clap can't hear greek feelsgoodman clap can't hear greek feelsgoodman clap can't hear greek,FeelsGoodMan Clap CAN'T HEAR GREEK
2021-09-14 18:21:36,greekgodx ,goldsoulcat,@peepo_laugh True,0,@peepo_laugh true,@peepo_laugh True
2021-09-14 18:21:36,greekgodx ,b4d455y0,FeelsBadMan rescue scam inboun6,0,feelsbadman rescu scam inboun6,FeelsBadMan rescue scam inboun6
2021-09-14 18:21:36,greekgodx ,blessedoff33,pay up,0,pay,pay
2021-09-14 18:21:37,greekgodx ,leahavana,its 500$ mate ty,0,500$ mate ty,500$ mate ty
2021-09-14 18:21:40,greekgodx ,mcpanties,@palenkoe_man TriHard 7,0,@palenkoe_man trihard 7,@palenkoe_man TriHard 7
2021-09-14 18:21:41,greekgodx ,tristan_trey,LUL LUL,0,lul lul,LUL
2021-09-14 18:21:42,greekgodx ,beeristhedevil,LUL,0,lul,LUL
2021-09-14 18:21:42,greekgodx ,majik,LULW,0,lulw,LULW
2021-09-14 18:21:42,greekgodx ,cumc,Pepega,0,pepega,Pepega
2021-09-14 18:21:42,greekgodx ,kincfg,HE CANT PADDLE UP TO THE BEACH OMEGALUL,0,he cant paddl up to the beach omegalul,HE CANT PADDLE UP TO THE BEACH OMEGALUL
2021-09-14 18:21:42,greekgodx ,fanez17,LULW,0,lulw,LULW
2021-09-14 18:21:43,greekgodx ,okako01,monkaW,0,monkaw,monkaW
2021-09-14 18:21:44,greekgodx ,santuhclaus,LUL,0,lul,LUL
2021-09-14 18:21:45,greekgodx ,fluxenis,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:45,greekgodx ,chiillzzz,big resque mission LUL,0,big resqu mission lul,big resque mission LUL
2021-09-14 18:21:45,greekgodx ,moe____m,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:46,greekgodx ,etrius1,monkaW,0,monkaw,monkaW
2021-09-14 18:21:46,greekgodx ,k_a_z___,nooo greekKid,0,nooo greekkid,nooo greekKid
2021-09-14 18:21:46,greekgodx ,scoutdone,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:46,greekgodx ,cleverdew,$200 Fine LULW,0,$200 fine lulw,$200 Fine LULW
2021-09-14 18:21:46,greekgodx ,icydove700,work monkaW,0,work monkaw,work monkaW
2021-09-14 18:21:46,greekgodx ,chiraqmentality,Peru,0,peru,Peru
2021-09-14 18:21:47,greekgodx ,palenkoe_man,"@Mcpanties, TriHard 7",0,"@mcpanties, trihard 7","@Mcpanties, TriHard 7"
2021-09-14 18:21:47,greekgodx ,pokohh,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:47,greekgodx ,shaolindreams,LULW,0,lulw,LULW
2021-09-14 18:21:48,greekgodx ,azirak,Greek don't exist,0,greek exist,Greek exist
2021-09-14 18:21:48,greekgodx ,vloop22,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:48,greekgodx ,modusoperandl,LULW,0,lulw,LULW
2021-09-14 18:21:48,greekgodx ,lupalupin,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:48,greekgodx ,rs3isbetterree,LUL,0,lul,LUL
2021-09-14 18:21:49,greekgodx ,zedykku,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:49,greekgodx ,majik,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:49,greekgodx ,kosova4444,LULW,0,lulw,LULW
2021-09-14 18:21:49,greekgodx ,coolest_monkey_7,LULW,0,lulw,LULW
2021-09-14 18:21:50,greekgodx ,ali0who,LULW,0,lulw,LULW
2021-09-14 18:21:50,greekgodx ,supersharc,BabyRage nooo,0,babyrag nooo,BabyRage nooo
2021-09-14 18:21:50,greekgodx ,harnell,STRANDED OMEGALUL,0,strand omegalul,STRANDED OMEGALUL
2021-09-14 18:21:51,greekgodx ,cumc,Pepega GREEK,0,pepega greek,Pepega GREEK
2021-09-14 18:21:51,greekgodx ,zerozilver,refugee caught by border patrol,0,refuge caught border patrol,refugee caught border patrol
2021-09-14 18:21:51,greekgodx ,hyeimshy,gonna end up back middle of nowhere PepeLaugh,0,gonna end back middl nowher pepelaugh,gonna end back middle nowhere PepeLaugh
2021-09-14 18:21:51,greekgodx ,lordisaac_,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:51,greekgodx ,wizject,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:51,greekgodx ,nofriendsirl7,LULW,0,lulw,LULW
2021-09-14 18:21:52,greekgodx ,tobtoetoy,monkaW,0,monkaw,monkaW
2021-09-14 18:21:52,greekgodx ,kevtuff,OMEGALUL OMEGALUL,0,omegalul omegalul,OMEGALUL
2021-09-14 18:21:52,greekgodx ,zedykku,LULW,0,lulw,LULW
2021-09-14 18:21:52,greekgodx ,ggx_goblin,LULW,0,lulw,LULW
2021-09-14 18:21:52,greekgodx ,robear66,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:53,greekgodx ,ayaa____________________,monkaW,0,monkaw,monkaW
2021-09-14 18:21:53,greekgodx ,socrates88,lol grow the fuck up,0,lol grow fuck,lol grow fuck
2021-09-14 18:21:53,greekgodx ,mindshape,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:53,greekgodx ,ayahuoskar,Did you cash out that 500 @Greekgodx <3 squadWave squadWave squadWave squadWave squadWave,0,did cash 500 @greekgodx <3 squadwav squadwav squadwav squadwav squadwav,Did cash 500 @Greekgodx <3 squadWave
2021-09-14 18:21:53,greekgodx ,moe____m,LULW,0,lulw,LULW
2021-09-14 18:21:54,greekgodx ,dj_bru,LULW,0,lulw,LULW
2021-09-14 18:21:54,greekgodx ,macheight,monkaW,0,monkaw,monkaW
2021-09-14 18:21:54,greekgodx ,tristan_trey,Greek can I get a ride,0,greek i get ride,Greek I get ride
2021-09-14 18:21:54,greekgodx ,taeroni,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:54,greekgodx ,paxt___,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:54,greekgodx ,midnitespin,LUL,0,lul,LUL
2021-09-14 18:21:55,greekgodx ,shaolindreams,ditched LULW,0,ditch lulw,ditched LULW
2021-09-14 18:21:55,greekgodx ,richkkonasavage93,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:55,greekgodx ,peepo_laugh,@goldsoulcat True,0,@goldsoulcat true,@goldsoulcat True
2021-09-14 18:21:56,greekgodx ,ianshaw,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:56,greekgodx ,grandmaenthusiastic,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:56,greekgodx ,lordisaac_,SO BAD OMEGALUL,0,so bad omegalul,SO BAD OMEGALUL
2021-09-14 18:21:56,greekgodx ,ryurpg,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:57,greekgodx ,kaecilius13,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:57,greekgodx ,lnfectedmushr00m,OMEGALUL No,0,omegalul no,OMEGALUL No
2021-09-14 18:21:57,greekgodx ,godly_antw,BabyRage nooo,0,babyrag nooo,BabyRage nooo
2021-09-14 18:21:57,greekgodx ,neglectedpipe,Complaining after getting rescued LULW,0,complain get rescu lulw,Complaining getting rescued LULW
2021-09-14 18:21:58,greekgodx ,abnormaleu,BabyRage :recycling_symbol:,0,babyrag :recycling_symbol:,BabyRage :recycling_symbol:
2021-09-14 18:21:58,greekgodx ,alexandrosgr_,imagine the content if you reached Italy @Greekgodx,0,imagin content reach itali @greekgodx,imagine content reached Italy @Greekgodx
2021-09-14 18:21:58,greekgodx ,spectaculartaco,DROPPED OFF LULW,0,drop off lulw,DROPPED OFF LULW
2021-09-14 18:21:58,greekgodx ,brandire,LULW,0,lulw,LULW
2021-09-14 18:21:58,greekgodx ,royallmillkteaa,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:58,greekgodx ,papermank,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:58,greekgodx ,themongoman,BabyRage NOOO,0,babyrag nooo,BabyRage NOOO
2021-09-14 18:21:58,greekgodx ,etrius1,all alone again Sadge,0,alon sadg,alone Sadge
2021-09-14 18:21:59,greekgodx ,k_a_z___,greekKid mate,0,greekkid mate,greekKid mate
2021-09-14 18:21:59,greekgodx ,kincfg,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:21:59,greekgodx ,coolest_monkey_7,STRANDED AGANE OMEGALUL,0,strand agan omegalul,STRANDED AGANE OMEGALUL
2021-09-14 18:21:59,greekgodx ,sirekthor,TriHard i c homies,0,trihard c homi,TriHard c homies
2021-09-14 18:21:59,greekgodx ,chiillzzz,big fine Kappa,0,big fine kappa,big fine Kappa
2021-09-14 18:21:59,greekgodx ,doginzombies,get fucked,0,get fuck,get fucked
2021-09-14 18:22:00,greekgodx ,rafeael,DITCHED OMEGALUL,0,ditch omegalul,DITCHED OMEGALUL
2021-09-14 18:22:01,greekgodx ,crizm1,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:01,greekgodx ,leahavana,LIKE MY CHILDHOOD,0,like my childhood,LIKE MY CHILDHOOD
2021-09-14 18:22:01,greekgodx ,fluxenis,:tf: LIFEGUARD,0,:tf: lifeguard,:tf: LIFEGUARD
2021-09-14 18:22:01,greekgodx ,lilrhiv,LUL,0,lul,LUL
2021-09-14 18:22:01,greekgodx ,kumokaeru,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:02,greekgodx ,peepermeepers,LULW SCAMMED,0,lulw scam,LULW SCAMMED
2021-09-14 18:22:02,greekgodx ,peka____,DITCHED LULW,0,ditch lulw,DITCHED LULW
2021-09-14 18:22:02,greekgodx ,dreammistm,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:03,greekgodx ,adamev1,OMEGALUL DITCHED,0,omegalul ditch,OMEGALUL DITCHED
2021-09-14 18:22:03,greekgodx ,okako01,peepoSad nyooo,0,peeposad nyooo,peepoSad nyooo
2021-09-14 18:22:03,greekgodx ,gather9182,@Greekgodx now turn around LULW,0,@greekgodx turn around lulw,@Greekgodx turn around LULW
2021-09-14 18:22:04,greekgodx ,wizject,LUL,0,lul,LUL
2021-09-14 18:22:05,greekgodx ,tristan_trey,LUL,0,lul,LUL
2021-09-14 18:22:05,greekgodx ,goldsoulcat,What a view,0,what view,What view
2021-09-14 18:22:05,greekgodx ,paxt___,docLeave  TO THEGIRLS,0,docleav to thegirl,docLeave TO THEGIRLS
2021-09-14 18:22:06,greekgodx ,dafuxas,he took you there just deal with it LULW,0,took deal lulw,took deal LULW
2021-09-14 18:22:06,greekgodx ,godsniper10,streaming for subtember OMEGALUL,0,stream subtemb omegalul,streaming subtember OMEGALUL
2021-09-14 18:22:07,greekgodx ,skrencioch,HE BETRAYED YOU,0,he betray you,HE BETRAYED YOU
2021-09-14 18:22:07,greekgodx ,mrmemes1997,HONK HONK OMEGALUL,0,honk honk omegalul,HONK OMEGALUL
2021-09-14 18:22:08,greekgodx ,kryder_1,That will be €100000,0,that €100000,That €100000
2021-09-14 18:22:08,greekgodx ,josuke_pog,LULW DITCHED,0,lulw ditch,LULW DITCHED
2021-09-14 18:22:08,greekgodx ,raiseseemsgood,THE FUCKING SQUEEKING LULW,0,the fuck squeek lulw,THE FUCKING SQUEEKING LULW
2021-09-14 18:22:08,greekgodx ,green_horse223,BabyRage noooooo papa,0,babyrag noooooo papa,BabyRage noooooo papa
2021-09-14 18:22:08,greekgodx ,sarah_kittykat,SO SOY OMEGALUL,0,so soy omegalul,SO SOY OMEGALUL
2021-09-14 18:22:08,greekgodx ,scoutdone,LULW,0,lulw,LULW
2021-09-14 18:22:09,greekgodx ,emodecon,waves pull us back out LUL,0,wave pull us back lul,waves pull us back LUL
2021-09-14 18:22:09,greekgodx ,birdsseye,LOST TO TUTORIAL LULW,0,lost to tutori lulw,LOST TO TUTORIAL LULW
2021-09-14 18:22:10,greekgodx ,royallmillkteaa,DESERVED OMEGALUL,0,deserv omegalul,DESERVED OMEGALUL
2021-09-14 18:22:10,greekgodx ,ali0who,docLeave BACK TO THE LADIES,0,docleav back to the ladi,docLeave BACK TO THE LADIES
2021-09-14 18:22:10,greekgodx ,slymadfox,we need to help greek get friends,0,need help greek get friend,need help greek get friends
2021-09-14 18:22:10,greekgodx ,jewmkeh,Workout champ,0,workout champ,Workout champ
2021-09-14 18:22:10,greekgodx ,grandmaenthusiastic,no dad don't leave help me,0,dad leav help,dad leave help
2021-09-14 18:22:11,greekgodx ,scropionxking,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:11,greekgodx ,tk0777,turn around and go back out,0,turn around go back,turn around go back
2021-09-14 18:22:12,greekgodx ,peepo_laugh,PepeHands Ditched,0,pepehand ditch,PepeHands Ditched
2021-09-14 18:22:12,greekgodx ,supersharc,go back,0,go back,go back
2021-09-14 18:22:12,greekgodx ,shaolindreams,LUL,0,lul,LUL
2021-09-14 18:22:13,greekgodx ,sunalong,you didnt thank the man D:,0,didnt thank man d:,didnt thank man D:
2021-09-14 18:22:13,greekgodx ,mcpanties,the ditcher got ditched,0,ditcher got ditch,ditcher got ditched
2021-09-14 18:22:13,greekgodx ,oldgreekgodx,LATA BITCH,0,lata bitch,LATA BITCH
2021-09-14 18:22:14,greekgodx ,driss_vassara,PogU,0,pogu,PogU
2021-09-14 18:22:14,greekgodx ,shabbir_d,Buy him a drink for saving you,0,buy drink save,Buy drink saving
2021-09-14 18:22:15,greekgodx ,cdn123,Joe won 400k on a 7 dollar bet,0,joe 400k 7 dollar bet,Joe 400k 7 dollar bet
2021-09-14 18:22:16,greekgodx ,envyaus,Squeeky Squeek NODDERS,0,squeeki squeek nodder,Squeeky Squeek NODDERS
2021-09-14 18:22:17,greekgodx ,ali0who,BAJCYCLE forsenE,0,bajcycl forsen,BAJCYCLE forsenE
2021-09-14 18:22:18,greekgodx ,n3ars,pokoClown Clap,0,pokoclown clap,pokoClown Clap
2021-09-14 18:22:18,greekgodx ,macheight,Well...this was fun KEKW,0,well...thi fun kekw,Well...this fun KEKW
2021-09-14 18:22:19,greekgodx ,zeololz,`FAKE TAXI PogU,0,`fake taxi pogu,`FAKE TAXI PogU
2021-09-14 18:22:19,greekgodx ,rs3isbetterree,Bike tomorrow,0,bike tomorrow,Bike tomorrow
2021-09-14 18:22:21,greekgodx ,godly_antw,@greekgodx BabyRage,1,@greekgodx babyrag,@greekgodx BabyRage
2021-09-14 18:22:21,greekgodx ,ryurpg,do it tomorrow HYPERS,0,tomorrow hyper,tomorrow HYPERS
2021-09-14 18:22:23,greekgodx ,etrius1,LUL,0,lul,LUL
2021-09-14 18:22:23,greekgodx ,kincfg,DO IT OMEGALUL,0,do it omegalul,DO IT OMEGALUL
2021-09-14 18:22:23,greekgodx ,neglectedpipe,:tf: get stranded at sea again,0,:tf: get strand sea,:tf: get stranded sea
2021-09-14 18:22:24,greekgodx ,morrissingss,THATLL BE $500,0,thatll be $500,THATLL BE $500
2021-09-14 18:22:24,greekgodx ,iuupz,get the electric one,0,get electr one,get electric one
2021-09-14 18:22:24,greekgodx ,mouzouri,Malaka played you,0,malaka play,Malaka played
2021-09-14 18:22:25,greekgodx ,metcalfdk,Fake Taxi,0,fake taxi,Fake Taxi
2021-09-14 18:22:25,greekgodx ,mrpritz,hes not a lifeguard hes the owner,0,he lifeguard he owner,hes lifeguard owner
2021-09-14 18:22:26,greekgodx ,dannystylez424,PogU do ot,0,pogu ot,PogU ot
2021-09-14 18:22:27,greekgodx ,cuttsy01,Say thankyou he literally saved your life,0,say thankyou liter save life,Say thankyou literally saved life
2021-09-14 18:22:27,greekgodx ,wonderwoop,U didnt thank him ?,0,u didnt thank ?,U didnt thank ?
2021-09-14 18:22:27,greekgodx ,clearism,ily greeky,0,ili greeki,ily greeky
2021-09-14 18:22:29,greekgodx ,rayase_,GO AGANE HeyYou,0,go agan heyyou,GO AGANE HeyYou
2021-09-14 18:22:30,greekgodx ,logout11,thank him for me Kappa,0,thank kappa,thank Kappa
2021-09-14 18:22:31,greekgodx ,cantkilme13,DO IT NOW POG,0,do it now pog,DO IT NOW POG
2021-09-14 18:22:32,greekgodx ,godsniper10,@cdn123 clip?,0,@cdn123 clip?,@cdn123 clip?
2021-09-14 18:22:35,greekgodx ,chronny42,get yo self a girl greek m8,0,get yo self girl greek m8,get yo self girl greek m8
2021-09-14 18:22:35,greekgodx ,aalert,saved,0,save,saved
2021-09-14 18:22:36,greekgodx ,am8rosio,PogU,0,pogu,PogU
2021-09-14 18:22:37,greekgodx ,cdn123,"Joe just got 50,000x on a win",0,"joe got 50,000x win","Joe got 50,000x win"
2021-09-14 18:22:39,greekgodx ,muir_,monkaW,0,monkaw,monkaW
2021-09-14 18:22:39,greekgodx ,etrius1,monkaW,0,monkaw,monkaW
2021-09-14 18:22:40,greekgodx ,fluxenis,Pepega,0,pepega,Pepega
2021-09-14 18:22:40,greekgodx ,shaolindreams,squeeky greeky,0,squeeki greeki,squeeky greeky
2021-09-14 18:22:40,greekgodx ,themongoman,monkaW,0,monkaw,monkaW
2021-09-14 18:22:40,greekgodx ,kryder_1,Don’t do it again NotLikeThis,0,don’t notlikethi,Don’t NotLikeThis
2021-09-14 18:22:40,greekgodx ,godly_antw,Pepega forsaaaaaaaan,0,pepega forsaaaaaaaan,Pepega forsaaaaaaaan
2021-09-14 18:22:41,greekgodx ,peepo_laugh,greekLips PepePls,0,greeklip pepepl,greekLips PepePls
2021-09-14 18:22:41,greekgodx ,dj_bru,monkaW,0,monkaw,monkaW
2021-09-14 18:22:43,greekgodx ,vigq,monkaW,0,monkaw,monkaW
2021-09-14 18:22:43,greekgodx ,ivannaseymourbutts,BatChest just got back from my gym,0,batchest got back gym,BatChest got back gym
2021-09-14 18:22:44,greekgodx ,hyeimshy,fake steering KEKDriving,0,fake steer kekdriv,fake steering KEKDriving
2021-09-14 18:22:45,greekgodx ,locke_2884244,monkaW,0,monkaw,monkaW
2021-09-14 18:22:45,greekgodx ,k_a_z___,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:45,greekgodx ,goldsoulcat,LUL LUL LUL,0,lul lul lul,LUL
2021-09-14 18:22:46,greekgodx ,roeltjaa,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:46,greekgodx ,lioslegend,monkaW,0,monkaw,monkaW
2021-09-14 18:22:46,greekgodx ,wonderwoop,U didnt thank him and didnt even suck his dick,0,u didnt thank didnt even suck dick,U didnt thank even suck dick
2021-09-14 18:22:47,greekgodx ,cumc,monkerS  󠀀,0,monker 󠀀,monkerS 󠀀
2021-09-14 18:22:47,greekgodx ,skrencioch,monkaS,0,monka,monkaS
2021-09-14 18:22:47,greekgodx ,alexandrosgr_,say thanks to him malaka :pouting_face:,0,say thank malaka :pouting_face:,say thanks malaka :pouting_face:
2021-09-14 18:22:47,greekgodx ,mrmemes1997,monkaW,0,monkaw,monkaW
2021-09-14 18:22:47,greekgodx ,beeristhedevil,LUL,0,lul,LUL
2021-09-14 18:22:48,greekgodx ,adzkarik,GREEK DRIVING OMEGALUL,0,greek drive omegalul,GREEK DRIVING OMEGALUL
2021-09-14 18:22:48,greekgodx ,comitas,FailFish WTF,0,failfish wtf,FailFish WTF
2021-09-14 18:22:48,greekgodx ,palenkoe_man,LULW,0,lulw,LULW
2021-09-14 18:22:48,greekgodx ,pokohh,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:49,greekgodx ,rage1984,LUL,0,lul,LUL
2021-09-14 18:22:49,greekgodx ,k_a_z___,????? greekKid,0,????? greekkid,????? greekKid
2021-09-14 18:22:49,greekgodx ,comitatvs,monkaS,0,monka,monkaS
2021-09-14 18:22:49,greekgodx ,b_o_o_f,Pepega,0,pepega,Pepega
2021-09-14 18:22:49,greekgodx ,deetend10,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:49,greekgodx ,glokter,Didn’t even thank him wtf,0,didn’t even thank wtf,Didn’t even thank wtf
2021-09-14 18:22:50,greekgodx ,abnormaleu,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:50,greekgodx ,peka____,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:50,greekgodx ,bongcsonline,bonk,0,bonk,bonk
2021-09-14 18:22:51,greekgodx ,sarah_kittykat,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:51,greekgodx ,coolest_monkey_7,LULW,0,lulw,LULW
2021-09-14 18:22:52,greekgodx ,gather9182,monkaW,0,monkaw,monkaW
2021-09-14 18:22:52,greekgodx ,mindshape,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:52,greekgodx ,peepo_laugh,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:53,greekgodx ,roeltjaa,IDIOT OMEGALUL,0,idiot omegalul,IDIOT OMEGALUL
2021-09-14 18:22:53,greekgodx ,sirekthor,i c bajs WutFace,0,c baj wutfac,c bajs WutFace
2021-09-14 18:22:53,greekgodx ,zeololz,Pepega Clap,0,pepega clap,Pepega Clap
2021-09-14 18:22:53,greekgodx ,taeroni,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:53,greekgodx ,lucky_2o21_bruvv,monkaW,0,monkaw,monkaW
2021-09-14 18:22:53,greekgodx ,paxt___,OMEGALUL,0,omegalul,OMEGALUL
2021-09-14 18:22:54,greekgodx ,b_o_o_f,OMEGALUL,0,omegalul,OMEGALUL
