,Date,Channel,Username,Message,Tag_owner,Cleanest_message,Scores
132,2023-01-29 00:28:56,xqc ,hfrrh,lulw -100,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
133,2023-01-29 00:28:56,xqc ,tempeil,lul -100,0,lug,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.7184}"
134,2023-01-29 00:28:56,xqc ,dieharts,lulw -100,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
135,2023-01-29 00:28:56,xqc ,notparadox__,-100  lul,0,lug,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.7184}"
136,2023-01-29 00:28:56,xqc ,kanjak1,lulw -100,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
137,2023-01-29 00:28:56,xqc ,tyrantglade,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
138,2023-01-29 00:28:56,xqc ,forsen_is_the_godgamer,lmfaoo wtf,0,wif,"{'neg': 0.792, 'neu': 0.208, 'pos': 0.0, 'compound': -0.5859}"
139,2023-01-29 00:28:56,xqc ,ninchiito,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
140,2023-01-29 00:28:56,xqc ,roxnr,-100  lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
141,2023-01-29 00:28:56,xqc ,electronicblade,-100  omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
142,2023-01-29 00:28:56,xqc ,disc0potato,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
143,2023-01-29 00:28:56,xqc ,sykkira,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
144,2023-01-29 00:28:56,xqc ,legitsxd,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
145,2023-01-29 00:28:59,xqc ,fleerz666,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
146,2023-01-29 00:28:59,xqc ,orrzyy_,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
147,2023-01-29 00:28:59,xqc ,m_orph,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
148,2023-01-29 00:28:59,xqc ,talkenwo,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
149,2023-01-29 00:28:59,xqc ,compassionatepenny,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
150,2023-01-29 00:28:59,xqc ,osjammer,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
151,2023-01-29 00:28:59,xqc ,konobangumiwagorannospons,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
152,2023-01-29 00:28:59,xqc ,disc0potato,-100  lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
153,2023-01-29 00:28:59,xqc ,seyemonz,-100 omegalul,0,OMEGALUL,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
154,2023-01-29 00:28:59,xqc ,skeletontm,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
155,2023-01-29 00:28:59,xqc ,t8taylor__,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
156,2023-01-29 00:28:59,xqc ,iamantplayz,-100 lol,0,lol,"{'neg': 0.0, 'neu': 0.167, 'pos': 0.833, 'compound': 0.7184}"
157,2023-01-29 00:28:59,xqc ,crowbqrr,-100 lulw,0,LULW,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.4588}"
