,Date,Channel,Username,Message,Tag_owner,Cleanest_message,Scores
61,2023-01-28 23:24:10,esfandtv ,koominator,"because ""final playtester"" would be too good of a job and they dont want to pay em to play games lulw",0,good want pay play LULW,"{'neg': 0.046, 'neu': 0.597, 'pos': 0.358, 'compound': 0.8113}"
62,2023-01-28 23:24:20,esfandtv ,thegummibearmassacre,monkaw,0,monkaW,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}"
63,2023-01-28 23:24:25,esfandtv ,daunted_mist,monkas,0,monkaS,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}"
64,2023-01-28 23:24:28,esfandtv ,apraxic___giraffe,@esfandtv do you like tuna?,0,like,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}"
65,2023-01-28 23:24:51,esfandtv ,puka_,"hey esfand, can i snort your armpit sweat? :)",0,:),"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.4588}"
66,2023-01-28 23:25:37,esfandtv ,koominator,yep,0,yep,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}"
67,2023-01-28 23:25:44,esfandtv ,daunted_mist,lul,0,LUL,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.7184}"
68,2023-01-28 23:25:49,esfandtv ,vanguard771,good point mr. game journalist,0,good,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}"
69,2023-01-28 23:25:50,esfandtv ,grannynonny,"@fozenoh yep i had to look it up though! lul did esfand ever play outlast? i can't remember, but dark descent i remember super well",0,yep LUL play super well,"{'neg': 0.0, 'neu': 0.578, 'pos': 0.422, 'compound': 0.9273}"
70,2023-01-28 23:25:57,esfandtv ,danielsauces,human music..... i like it,0,like,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}"
71,2023-01-28 23:25:58,esfandtv ,koominator,yep sudden change of tide,0,yep,"{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.296}"
72,2023-01-28 23:26:03,esfandtv ,asteriamateria,yep,0,yep,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}"
73,2023-01-28 23:26:14,esfandtv ,angeltwothree,@esfandtv the dead space anime movies,0,dead,"{'neg': 0.462, 'neu': 0.538, 'pos': 0.0, 'compound': -0.6486}"
74,2023-01-28 23:26:27,esfandtv ,komandantmirko,tell him this isn't the time to lose his head 4head,0,lose,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}"
75,2023-01-28 23:26:39,esfandtv ,bryan_505,d:,0,D:,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}"
76,2023-01-28 23:26:39,esfandtv ,daunted_mist,d:,0,D:,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}"
77,2023-01-28 23:26:40,esfandtv ,jaylue_,yea theres dead space downfall and aftermath,0,dead,"{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.6486}"
78,2023-01-28 23:26:41,esfandtv ,govncheese,he got bitched,0,bitch,"{'neg': 0.643, 'neu': 0.357, 'pos': 0.0, 'compound': -0.5574}"
79,2023-01-28 23:26:48,esfandtv ,daunted_mist,oh shit,0,shit,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.5574}"
