Date,Channel,Username,Message,Tag_owner
2023-01-28 23:58:00,denims ,obrigaah,qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie,0
2023-01-28 23:58:01,denims ,pirateidealist,KEKW,0
2023-01-28 23:58:01,denims ,osheen,PETTHECHUD,0
2023-01-28 23:58:01,denims ,blkobsidiannn,KEKW,0
2023-01-28 23:58:01,denims ,sidonie_25,must be white lol,0
2023-01-28 23:58:01,denims ,fellini_fiend,KEKW,0
2023-01-28 23:58:01,denims ,nextlifeafter,peepoShy I can have cookie?,0
2023-01-28 23:58:01,denims ,humansupriyo,KEKW,0
2023-01-28 23:58:01,denims ,starbuckswitch,:child: :glowing_star:,0
2023-01-28 23:58:01,denims ,hasan_lurker,SoCute,0
2023-01-28 23:58:02,denims ,obrigaah,qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie qtcCookie,0
2023-01-28 23:58:02,denims ,vyxzenlyxzen,bless his heart,0
2023-01-28 23:58:03,denims ,oiled_pebbles,Racism solved Drake LETSGO,0
2023-01-28 23:58:03,denims ,hasanshrtdealer,yay didnt experience racism!,0
2023-01-28 23:58:03,denims ,kxo72,@NavAK4Seven you're an npc,0
2023-01-28 23:58:04,denims ,veggietableh,"@NavAK4Seven being singled out by TSA for being brown every single time you fly is oppressive, but you're too dumb to recognize that",0
2023-01-28 23:58:04,denims ,pkpokeman,"I am white and I too have never experienced racism, weird how that works huh",0
2023-01-28 23:58:04,denims ,bshap349,you also get no bitches but they exist,0
2023-01-28 23:58:04,denims ,navak4seven,Why didn't it happen to me though?,0
2023-01-28 23:58:05,denims ,dieatcola,haven't been outside huh?,0
2023-01-28 23:58:05,denims ,greshark,@NavAK4Seven this has no bearing on you having shit takes,0
2023-01-28 23:58:05,denims ,clopezpe,widepeepoHappy trophy,0
2023-01-28 23:58:05,denims ,herotoxiko,KEKW,0
2023-01-28 23:58:05,denims ,thesparrow_gray,qtcCookie,0
2023-01-28 23:58:06,denims ,lilbrownied,widepeepoHappy,0
2023-01-28 23:58:07,denims ,trevtennessee,PETTHECHUD,0
2023-01-28 23:58:07,denims ,obrigaah,qtcCookie AWWWW,0
2023-01-28 23:58:07,denims ,thetonebox,I'm so brown PRAISE ME,0
2023-01-28 23:58:08,denims ,bagelsandloadedlox,PETTHECHUD,0
2023-01-28 23:58:09,denims ,relativistickillthistle,:trophy:,0
2023-01-28 23:58:09,denims ,lockmeowt,yaaaayyyy,0
2023-01-28 23:58:10,denims ,saxypandabear,Edgy racist losers in chat OMEGALUL qtcCookie,0
2023-01-28 23:58:10,denims ,yossaarian,i see why carter refused to debate them KEKL,0
2023-01-28 23:58:11,denims ,xcrimsonwolfx,SoCute isn't that so great lil guy,0
2023-01-28 23:58:11,denims ,pdxdash,How are they talking so much with the boot so far down their throat? chillHMM,0
2023-01-28 23:58:12,denims ,frostyfux,damn I guess everyone else must have been making it up if this one dude is fine,0
2023-01-28 23:58:13,denims ,jamesdm,can I get one of those?,0
2023-01-28 23:58:14,denims ,fellini_fiend,dnmTastge cookie,0
2023-01-28 23:58:14,denims ,shifty_cat,TASTYGE COOKIE,0
2023-01-28 23:58:14,denims ,arxos0012,widepeepoHappy wait I wanna trophy,0
2023-01-28 23:58:15,denims ,satchmobronson,@littlestar30 uh oh we got a class reductionist here!,0
2023-01-28 23:58:15,denims ,vision_of_elsewhere,Aww,0
2023-01-28 23:58:15,denims ,vibery_,qtcCookie,0
2023-01-28 23:58:15,denims ,warnikorn,They live in Teletubbie fields if they never saw that,0
2023-01-28 23:58:15,denims ,thetonebox,PRAISE MEE,0
2023-01-28 23:58:16,denims ,navak4seven,I thought all minorities are oppressed @Denims,0
2023-01-28 23:58:16,denims ,fusion_x,I want a cookie qtcCookie,0
2023-01-28 23:58:16,denims ,fiiiilth,SoCute,0
2023-01-28 23:58:16,denims ,luludefonz,Congrats! You must be white KEKL,0
2023-01-28 23:58:17,denims ,suburbanerrorist_,peepoClap racism is over chat,0
2023-01-28 23:58:18,denims ,definitelynotdusto,Chatting,0
2023-01-28 23:58:19,denims ,loosereign,qtcCookie,0
2023-01-28 23:58:19,denims ,landstander1236,racism solved,0
2023-01-28 23:58:19,denims ,brotheromen,"@NavAK4Seven bro, logoff",0
2023-01-28 23:58:20,denims ,oh2muchmilly,Bruce wouldn't have been banned if he was in the hot tub category... EZ,0
2023-01-28 23:58:21,denims ,aquastoakes,dsaDance dsaDance dsaDance dsaDance,0
2023-01-28 23:58:21,denims ,mr_bjtches,aw,0
2023-01-28 23:58:21,denims ,overshotlyric,they probably kappin KEKW,0
2023-01-28 23:58:22,denims ,dw__r,“also I’ve never been to America”,0
2023-01-28 23:58:22,denims ,theseductivebruja,They get an Oatmel Raisin cookie for that :cookie:,0
2023-01-28 23:58:22,denims ,astromias,@NavAK4Seven maybe cause your dumb,0
2023-01-28 23:58:23,denims ,afroblaxicano,"Throwback to that time I was in highschool, jogging to keep in shape cause i played football, and a lady asked if i stole anything. Good Times",0
2023-01-28 23:58:23,denims ,gotham____,TASTYGE,0
2023-01-28 23:58:24,denims ,socialismiswhennofun,peepoClap racism is over,0
2023-01-28 23:58:25,denims ,grzlyp1,@Denims id pay you to talk to me like that,0
2023-01-28 23:58:27,denims ,mmmmmmmmmmmmmmmmmm_,White people think the c word is racist LUL,0
2023-01-28 23:58:27,denims ,blissfuldan,Inb4 Chatter is white KEKW,0
2023-01-28 23:58:27,denims ,gwenefarious,I hope you never experience oppression you widdle baby boo boi,0
2023-01-28 23:58:27,denims ,saxypandabear,@denims qtcCookie,0
2023-01-28 23:58:27,denims ,fellini_fiend,Let me get a cookie though,0
2023-01-28 23:58:28,denims ,trinnwreck,PETTHECHUD,0
2023-01-28 23:58:28,denims ,veggietableh,@NavAK4Seven because you were probably too stupid to recognize when someone was being racist to you,0
2023-01-28 23:58:28,denims ,domiinicus,never experienced racism? did they never drive on any highways and not realize it split certain communities,0
2023-01-28 23:58:28,denims ,oiled_pebbles,WidePeepoRacism Drake,0
2023-01-28 23:58:29,denims ,fiiiilth,KEKW,0
2023-01-28 23:58:30,denims ,chrig666,KEKW,0
2023-01-28 23:58:31,denims ,socialist_x_socialist,Drake ? modCheck,0
2023-01-28 23:58:32,denims ,anythingtemporary,i've also never experienced racism in the US but i'm white and live in the UK,0
2023-01-28 23:58:33,denims ,atlantictuna,D:,0
2023-01-28 23:58:33,denims ,thetonebox,you were too dumb it sef did happen,0
2023-01-28 23:58:34,denims ,veggietableh,KEKL STOP DENBO,0
2023-01-28 23:58:35,denims ,humansupriyo,Momma's boy who never left the basement didnt get racism WHAAAT,0
2023-01-28 23:58:35,denims ,navak4seven,Stinky hate,0
2023-01-28 23:58:35,denims ,d00dlebirb,@NavAK4Seven You're one anecdotal instance of never experiencing racism doesn't disprove the statistics that in America it happens to marginalized communities.,0
2023-01-28 23:58:35,denims ,nerdwiththebeanie,KEKW,0
2023-01-28 23:58:36,denims ,voodoo_in_witchspace,what else have you never experienced chatter? the touch of a woman/man/enby? PepeLa,0
