Date,Channel,Username,Message,Tag_owner,Cleanest_message
2023-01-28 23:58:11,denims ,xcrimsonwolfx,SoCute isn't that so great lil guy,0,great
2023-01-28 23:58:12,denims ,frostyfux,damn I guess everyone else must have been making it up if this one dude is fine,0,damn fine
2023-01-28 23:58:16,denims ,fusion_x,I want a cookie qtcCookie,0,want
2023-01-28 23:58:17,denims ,suburbanerrorist_,peepoClap racism is over chat,0,racism
2023-01-28 23:58:19,denims ,landstander1236,racism solved,0,racism
2023-01-28 23:58:20,denims ,oh2muchmilly,Bruce wouldn't have been banned if he was in the hot tub category... EZ,0,ban EZ
2023-01-28 23:58:22,denims ,theseductivebruja,They get an Oatmel Raisin cookie for that :cookie:,0,cookies
2023-01-28 23:58:22,denims ,astromias,@NavAK4Seven maybe cause your dumb,0,dumb
2023-01-28 23:58:23,denims ,afroblaxicano,"Throwback to that time I was in highschool, jogging to keep in shape cause i played football, and a lady asked if i stole anything. Good Times",0,play good
2023-01-28 23:58:24,denims ,socialismiswhennofun,peepoClap racism is over,0,racism
2023-01-28 23:58:25,denims ,grzlyp1,@Denims id pay you to talk to me like that,0,pay like
2023-01-28 23:58:27,denims ,mmmmmmmmmmmmmmmmmm_,White people think the c word is racist LUL,0,racist LUL
2023-01-28 23:58:27,denims ,gwenefarious,I hope you never experience oppression you widdle baby boo boi,0,hope
2023-01-28 23:58:28,denims ,veggietableh,@NavAK4Seven because you were probably too stupid to recognize when someone was being racist to you,0,stupid racist
2023-01-28 23:58:28,denims ,domiinicus,never experienced racism? did they never drive on any highways and not realize it split certain communities,0,certain
2023-01-28 23:58:32,denims ,anythingtemporary,i've also never experienced racism in the US but i'm white and live in the UK,0,racism
2023-01-28 23:58:33,denims ,atlantictuna,D:,0,D:
2023-01-28 23:58:33,denims ,thetonebox,you were too dumb it sef did happen,0,dumb
2023-01-28 23:58:34,denims ,veggietableh,KEKL STOP DENBO,0,stop
2023-01-28 23:58:35,denims ,humansupriyo,Momma's boy who never left the basement didnt get racism WHAAAT,0,racism
2023-01-28 23:58:35,denims ,navak4seven,Stinky hate,0,hate
2023-01-28 23:58:35,denims ,d00dlebirb,@NavAK4Seven You're one anecdotal instance of never experiencing racism doesn't disprove the statistics that in America it happens to marginalized communities.,0,racism
2023-01-28 23:58:40,denims ,guadaloopz,NO JOKES NOPERS,0,joke
2023-01-28 23:58:41,denims ,rydahryot,@NavAK4Seven stop @ing my streamer you fu***** degenerate,0,stop
2023-01-28 23:58:43,denims ,saxypandabear,D:,0,D:
2023-01-28 23:58:44,denims ,aquastoakes,you smelled like SubWay,0,like
2023-01-28 23:58:45,denims ,shifty_cat,D:,0,D:
2023-01-28 23:58:46,denims ,bradabing,please dont joke about smelly. i am smelly and opressed Kappa,0,joke Kappa
2023-01-28 23:58:47,denims ,bigmano23,bruce was talking about destiny a youtube streamer and racist viewers @Denims,0,racist
2023-01-28 23:58:47,denims ,mwalter98,"I never experience racism in us. never been there and I’m white, but still…",0,racism
2023-01-28 23:58:48,denims ,jeemstate,"NavAK4Seven sometimes when some people are soooo ugly, they don't even want to be in their vicinity for racism",0,want racism
2023-01-28 23:58:49,denims ,nightbot,EZ :ping_pong: ppOverheat :ping_pong: POGGERS,0,EZ :ping_pong:
2023-01-28 23:58:49,denims ,greshark,@AnythingTemporary OMEGALUL,0,OMEGALUL
